Num,Ch,Res,Hit_Direction,x_H,y_H,z_H,x_R,y_R,z_R
10,0,0.145001838956,1,0.125,0.2,0.057,-0.075,-0.2,0.08
10,2,0.0,1,0.125,0.2,0.057,-0.075,-0.2,0.08
10,1,0.0917579718001,1,0.125,0.2,0.057,-0.075,-0.2,0.08
38,0,0.201507319781,0,-0.075,0.2,0.057,0.125,-0.2,0.08
38,2,0.158340614525,0,-0.075,0.2,0.057,0.125,-0.2,0.08
38,1,0.351182052632,0,-0.075,0.2,0.057,0.125,-0.2,0.08
10,0,0.314563932949,1,0.125,0.2,0.057,-0.075,-0.2,0.08
10,2,0.0741235216424,1,0.125,0.2,0.057,-0.075,-0.2,0.08
10,1,0.162568226873,1,0.125,0.2,0.057,-0.075,-0.2,0.08
12,0,0.0,0,0.125,-0.2,0.08,0.125,0.2,0.057
12,2,0.0,0,0.125,-0.2,0.08,0.125,0.2,0.057
12,1,0.0,0,0.125,-0.2,0.08,0.125,0.2,0.057
44,0,0.118198341035,1,0.0,0.25,0.0,0.075,-0.1,0.08
44,2,0.0972008458809,1,0.0,0.25,0.0,0.075,-0.1,0.08
44,1,0.0,1,0.0,0.25,0.0,0.075,-0.1,0.08
9,0,16.55015628,0,-0.125,0.1,0.034,-0.075,-0.2,0.08
9,2,0.0,0,-0.125,0.1,0.034,-0.075,-0.2,0.08
9,1,0.0,0,-0.125,0.1,0.034,-0.075,-0.2,0.08
10,0,0.209167214221,1,0.125,0.2,0.057,-0.075,-0.2,0.08
10,2,0.0,1,0.125,0.2,0.057,-0.075,-0.2,0.08
10,1,0.0887420034737,1,0.125,0.2,0.057,-0.075,-0.2,0.08
